"Sensitivity = -41.01659991327963 dB, AGain = 18 dB"
Freq(Hz) SPL(dB) Phase(degrees)
20.0,-4.464584589338742
20.2,-4.434043095172694
20.402,-4.403501601006644
20.60602,-4.372960106840592
20.8120802,-4.342418612674542
21.020201002,-4.311877118508494
21.230403012020002,-4.281335624342443
21.442707042140203,-4.250794130176392
21.657134112561604,-4.220252636010342
21.87370545368722,-4.189711141844293
22.092442508224092,-4.159169647678242
22.313366933306334,-4.128628153512192
22.536500602639396,-4.0980866593461425
22.76186560866579,-4.067545165180093
22.98948426475245,-4.037003671014042
23.219379107399973,-4.006462176847992
23.451572898473973,-3.9757802966620175
23.686088627458712,-3.9429116788148093
23.9229495137333,-3.9100430609676
24.162179008870634,-3.8771744431203903
24.40380079895934,-3.8443058252731803
24.647838806948936,-3.811437207425971
24.894317195018427,-3.7785685895787626
25.14326036696861,-3.745699971731553
25.3946929706383,-3.7128313538843436
25.648639900344683,-3.6799627360371336
25.90512629934813,-3.6460560085935443
26.16417756234161,-3.611032437946351
26.425819337965027,-3.5760088672991572
26.690077531344677,-3.5409852966519635
26.956978306658126,-3.50596172600477
27.22654808972471,-3.470938155357578
27.498813570621955,-3.4359145847103845
27.773801706328175,-3.400891014063191
28.051539723391457,-3.3658674434159974
28.332055120625373,-3.329382241541462
28.61537567183163,-3.2923758858370875
28.901529428549946,-3.2553695301327137
29.190544722835444,-3.2183631744283394
29.4824501700638,-3.1813568187239674
29.777274671764438,-3.1443504630195926
30.075047418482082,-3.107344107315219
30.375797892666903,-3.0703377516108445
30.67955587159357,-3.032076750383018
30.986351430309508,-2.993259769427286
31.296214944612604,-2.954442788471554
31.60917709405873,-2.9156258075158226
31.925268864999317,-2.876808826560093
32.244521553649314,-2.837991845604361
32.566966769185804,-2.7991748646486294
32.89263643687766,-2.7599562157471142
33.221562801246435,-2.719500744853317
33.5537784292589,-2.67904527395952
33.88931621355149,-2.638589803065723
34.228209375687,-2.5981343321719277
34.57049146944387,-2.5576788612781307
34.91619638413831,-2.5172233903843333
35.26535834797969,-2.4763112542228884
35.61801193145949,-2.4343893810742188
35.974192050774086,-2.3924675079255495
36.33393397128183,-2.35054563477688
36.697273310994646,-2.3086237616282124
37.06424604410459,-2.2667018884795427
37.43488850454564,-2.2247800153308734
37.8092373895911,-2.1817898169496543
38.18732976348701,-2.138573554775315
38.569203061121875,-2.0953572926009736
38.95489509173309,-2.0521410304266317
39.34444404265042,-2.008924768252292
39.73788848307693,-1.9657085060779502
40.1352673679077,-1.9216698857094008
40.53662004158678,-1.8773311444524092
40.94198624200265,-1.8329924031954177
41.35140610442268,-1.788653661938426
41.764920165466904,-1.7443149206814366
42.18256936712157,-1.6999761794244448
42.60439506079279,-1.6546979032801203
43.030439011400716,-1.6094084597565508
43.460743401514726,-1.5641190162329788
43.895350835529875,-1.5188295727094068
44.33430434388517,-1.4735401291858345
44.77764738732402,-1.4278186476906432
45.225423861197264,-1.3817501153484728
45.677678099809235,-1.3356815830063025
46.134454880807326,-1.2896130506641346
46.5957994296154,-1.2435445183219644
47.06175742391155,-1.197233155923166
47.532374998150665,-1.1505569545764096
48.00769874813217,-1.1038807532296508
48.487775735613496,-1.0572045518828919
48.972653492969634,-1.010528350536133
49.46238002789933,-0.9636355547399331
49.95700382817832,-0.9165228805118464
50.456573866460104,-0.8694102062837571
50.96113960512471,-0.8222975320556679
51.470751001175955,-0.7751848578275786
51.985458511187716,-0.7278541793500246
52.505313096299595,-0.6804759749711871
53.03036622726259,-0.6330977705923496
53.56066988953522,-0.5857195662135121
54.09627658843057,-0.5383078110563903
54.63723935431488,-0.490834736607634
55.18361174785803,-0.44336166215887773
55.73544786533661,-0.3958885877101215
56.292802343989976,-0.3484212831333572
56.85573036742988,-0.3010236872878583
57.424287671104175,-0.25362609144235937
57.998530547815214,-0.2062284955968604
58.57851585329337,-0.15883089975136394
59.1643010118263,-0.11167237627012014
59.755944021944565,-0.06452026806590347
60.353503462164014,-0.017368159861686803
60.95703849678566,0.029770573680030752
61.56660888175352,0.07650755252095484
62.18227497057105,0.1232445313618789
62.804097720276765,0.169981510202803
63.43213869747953,0.21657862060349273
64.06646008445432,0.26273122280287753
64.70712468529887,0.30888382500226236
65.35419593215185,0.3550364272016472
66.00773789147337,0.400748836303866
66.6678152703881,0.4461482356017088
67.33449342309198,0.4915476348995516
68.00783835732291,0.5368937853998947
68.68791674089614,0.5813716025795277
69.3747959083051,0.6258494197591629
70.06854386738816,0.6703272369387981
70.76922930606204,0.714096121645531
71.47692159912266,0.7574844500157369
72.19169081511389,0.8008727783859451
72.91360772326503,0.8438144656196572
73.64274380049768,0.8859458959617015
74.37917123850266,0.9280773263037456
75.1229629508877,0.9699743530649303
75.87419258039658,1.010681998053251
76.63293450620054,1.0513896430415717
77.39926385126255,1.0919826273324906
78.17325648977517,1.1311001454381717
78.95498905467292,1.1702176635438548
79.74453894521965,1.2092089152013716
80.54198433467184,1.2465705340875717
81.34740417801855,1.283932152973774
82.16087821979873,1.320988922617976
82.98248700199672,1.356429462036377
83.81231187201668,1.3918700014547798
84.65043499073684,1.426627415616638
85.4969393406442,1.459982309813766
86.35190873405065,1.493337204010894
87.21542782139116,1.5254009268470365
88.08758209960507,1.5565062464889463
88.96845792060113,1.5876115661308579
89.85814249980714,1.6165602218751534
90.75672392480521,1.6452526954986724
91.66429116405327,1.6732155192788012
92.5809340756938,1.6993325542771016
93.50674341645075,1.7254495892754034
94.44181085061525,1.7495440311378712
95.38622895912141,1.7729237342878315
