frequency,raw,error,smoothed,error_smoothed,equalization,parametric_eq,equalized_raw,equalized_smoothed,target
9556.12,-3.08,-3.08,-5.73,-5.73,5.72,5.37,2.64,-0.01,0.00
9651.68,-3.72,-3.72,-5.77,-5.77,5.76,5.44,2.04,-0.01,0.00
9748.20,-4.49,-4.49,-5.80,-5.80,5.79,5.50,1.30,-0.01,0.00
9845.68,-5.39,-5.39,-5.82,-5.82,5.81,5.56,0.42,-0.01,0.00
9944.14,-6.48,-6.48,-5.83,-5.83,5.83,5.62,-0.65,0.01,0.00
10043.58,-7.73,-7.73,-5.82,-5.82,5.86,5.67,-1.88,0.04,0.00
10144.02,-9.09,-9.09,-5.86,-5.86,5.88,5.72,-3.21,0.02,0.00
10245.46,-10.50,-10.50,-5.90,-5.90,5.90,5.78,-4.60,0.00,0.00
10347.91,-11.92,-11.92,-5.93,-5.93,5.93,5.82,-5.99,-0.00,0.00
10451.39,-13.30,-13.30,-5.97,-5.97,5.96,5.87,-7.34,-0.01,0.00
10555.91,-14.58,-14.58,-6.00,-6.00,5.99,5.91,-8.59,-0.01,0.00
10661.46,-15.67,-15.67,-6.03,-6.03,6.02,5.96,-9.65,-0.00,0.00
10768.08,-16.48,-16.48,-6.05,-6.05,6.05,5.99,-10.43,0.00,0.00
10875.76,-16.89,-16.89,-6.07,-6.07,6.07,6.03,-10.81,0.00,0.00
10984.52,-16.90,-16.90,-6.09,-6.09,6.09,6.07,-10.81,0.00,0.00
11094.36,-16.60,-16.60,-6.11,-6.11,6.11,6.10,-10.48,0.00,0.00
11205.31,-16.02,-16.02,-6.13,-6.13,6.13,6.13,-9.89,0.00,0.00
11317.36,-15.20,-15.20,-6.14,-6.14,6.14,6.15,-9.06,0.00,0.00
11430.53,-14.17,-14.17,-6.15,-6.15,6.15,6.18,-8.01,0.00,0.00
11544.84,-13.02,-13.02,-6.16,-6.16,6.16,6.20,-6.86,-0.00,0.00
11660.29,-11.87,-11.87,-6.16,-6.16,6.16,6.22,-5.71,-0.00,0.00
11776.89,-10.78,-10.78,-6.17,-6.17,6.17,6.23,-4.62,-0.00,0.00
11894.66,-9.75,-9.75,-6.17,-6.17,6.17,6.24,-3.59,-0.00,0.00
12013.60,-8.81,-8.81,-6.16,-6.16,6.16,6.25,-2.64,-0.00,0.00
12133.74,-7.96,-7.96,-6.16,-6.16,6.16,6.26,-1.80,-0.00,0.00
12255.08,-7.19,-7.19,-6.15,-6.15,6.15,6.27,-1.04,-0.00,0.00
12377.63,-6.52,-6.52,-6.14,-6.14,6.14,6.27,-0.38,-0.00,0.00
12501.41,-5.95,-5.95,-6.13,-6.13,6.13,6.26,0.18,-0.00,0.00
12626.42,-5.42,-5.42,-6.11,-6.11,6.11,6.26,0.70,-0.00,0.00
12752.68,-4.90,-4.90,-6.10,-6.10,6.10,6.25,1.19,-0.00,0.00
12880.21,-4.43,-4.43,-6.08,-6.08,6.08,6.24,1.64,-0.00,0.00
13009.01,-4.00,-4.00,-6.05,-6.05,6.05,6.22,2.05,-0.00,0.00
13139.10,-3.60,-3.60,-6.03,-6.03,6.03,6.21,2.43,-0.00,0.00
13270.49,-3.23,-3.23,-6.00,-6.00,6.00,6.18,2.77,-0.00,0.00
13403.20,-2.86,-2.86,-5.97,-5.97,5.97,6.16,3.11,-0.00,0.00
13537.23,-2.52,-2.52,-5.94,-5.94,5.94,6.13,3.42,-0.00,0.00
13672.60,-2.18,-2.18,-5.90,-5.90,5.90,6.10,3.73,-0.00,0.00
13809.33,-1.82,-1.82,-5.86,-5.86,5.86,6.07,4.05,-0.00,0.00
13947.42,-1.51,-1.51,-5.82,-5.82,5.82,6.03,4.32,-0.00,0.00
14086.90,-1.24,-1.24,-5.78,-5.78,5.78,5.98,4.54,0.00,0.00
14227.77,-1.06,-1.06,-5.73,-5.73,5.73,5.94,4.67,0.00,0.00
14370.04,-1.07,-1.07,-5.69,-5.69,5.69,5.89,4.62,0.00,0.00
14513.74,-1.26,-1.26,-5.63,-5.63,5.63,5.84,4.38,-0.00,0.00
14658.88,-1.61,-1.61,-5.58,-5.58,5.58,5.78,3.98,-0.00,0.00
14805.47,-2.09,-2.09,-5.53,-5.53,5.53,5.72,3.43,-0.00,0.00
14953.52,-2.61,-2.61,-5.47,-5.47,5.47,5.66,2.86,-0.00,0.00
15103.06,-3.12,-3.12,-5.41,-5.41,5.41,5.59,2.28,0.00,0.00
15254.09,-3.59,-3.59,-5.34,-5.34,5.34,5.52,1.75,0.00,0.00
15406.63,-3.99,-3.99,-5.28,-5.28,5.28,5.44,1.29,0.00,0.00
15560.70,-4.39,-4.39,-5.21,-5.21,5.21,5.36,0.82,0.00,0.00
15716.30,-4.77,-4.77,-5.14,-5.14,5.14,5.28,0.37,0.00,0.00
15873.47,-5.16,-5.16,-5.06,-5.06,5.06,5.19,-0.10,0.00,0.00
16032.20,-5.53,-5.53,-4.99,-4.99,4.99,5.10,-0.55,0.00,0.00
16192.52,-5.89,-5.89,-4.91,-4.91,4.91,5.01,-0.98,0.00,0.00
16354.45,-6.17,-6.17,-4.83,-4.83,4.83,4.91,-1.34,0.00,0.00
16517.99,-6.24,-6.24,-4.74,-4.74,4.74,4.81,-1.49,0.00,0.00
16683.17,-6.05,-6.05,-4.66,-4.66,4.66,4.70,-1.39,0.00,0.00
16850.01,-5.47,-5.47,-4.57,-4.57,4.57,4.59,-0.90,0.00,0.00
17018.51,-4.60,-4.60,-4.48,-4.48,4.48,4.48,-0.12,0.00,0.00
17188.69,-3.58,-3.58,-4.38,-4.38,4.38,4.36,0.80,0.00,0.00
17360.58,-2.58,-2.58,-4.29,-4.29,4.29,4.24,1.70,0.00,0.00
17534.18,-1.77,-1.77,-4.19,-4.19,4.19,4.11,2.41,0.00,0.00
17709.53,-1.25,-1.25,-4.09,-4.09,4.09,3.98,2.84,-0.00,0.00
17886.62,-1.09,-1.09,-3.98,-3.98,3.98,3.85,2.89,-0.00,0.00
18065.49,-1.24,-1.24,-3.88,-3.88,3.88,3.71,2.64,-0.00,0.00
18246.14,-1.58,-1.58,-3.77,-3.77,3.77,3.57,2.18,-0.00,0.00
18428.60,-2.04,-2.04,-3.65,-3.65,3.65,3.43,1.62,-0.00,0.00
18612.89,-2.54,-2.54,-3.54,-3.54,3.54,3.28,1.00,-0.00,0.00
18799.02,-3.04,-3.04,-3.42,-3.42,3.42,3.13,0.39,-0.00,0.00
18987.01,-3.60,-3.60,-3.30,-3.30,3.30,2.98,-0.30,-0.00,0.00
19176.88,-4.31,-4.31,-3.18,-3.18,3.18,2.83,-1.13,0.00,0.00
19368.65,-5.13,-5.13,-3.06,-3.06,3.06,2.67,-2.07,0.00,0.00
19562.33,-6.05,-6.05,-2.93,-2.93,2.93,2.51,-3.12,0.00,0.00
19757.96,-7.08,-7.08,-2.80,-2.80,2.80,2.35,-4.28,0.00,0.00
19955.54,-8.23,-8.23,-2.67,-2.67,2.67,2.18,-5.56,-0.00,0.00
